budget,genres,original_language,revenue,runtime,vote_average,vote_count,director
40000000,Comedy Drama Romance,en,58785180,102.0,6.1,412,Roger Michell
40000000,Drama,en,46442528,117.0,6.3,186,Jim Sheridan
40000000,Crime Action Adventure,en,30199105,117.0,5.6,135,Christian Duguay
40000000,Drama Romance,en,31670620,135.0,6.7,155,Chris Columbus
40000000,Drama Horror Thriller Crime,en,0,107.0,4.9,71,Chuck Russell
75000000,Comedy,en,29000000,90.0,5.0,45,Sam Weisman
40000000,Fantasy Horror Science Fiction,en,49627779,96.0,4.6,147,John Frankenheimer
40000000,Action Adventure Drama,en,27053815,104.0,5.2,56,Peter Hyams
35000000,Drama,en,0,115.0,6.4,477,Justin Chadwick
40000000,Drama Romance,en,65754228,119.0,6.4,278,Pat O'Connor
40000000,Horror,en,62771059,99.0,5.4,205,Stephen Hopkins
500000,Drama Crime,en,3000000,110.0,7.2,345,Martin Scorsese
40000000,Comedy War,en,24332324,128.0,5.9,81,Penny Marshall
40000000,Action Thriller Crime Drama,en,60965854,108.0,6.5,824,Olivier Megaton
40000000,Fantasy Animation Drama Romance Family,en,38172500,86.0,6.9,190,Frederik Du Chau
40000000,Crime Drama Mystery,en,22433915,108.0,5.7,92,Michael Caton-Jones
0,Drama Romance,en,0,128.0,5.9,48,Irwin Winkler
40000000,Action,en,46546197,84.0,4.7,119,Joseph Kahn
0,Drama Thriller,en,0,111.0,6.0,67,Harold Becker
45000000,Drama,en,20350754,128.0,4.9,256,Paul Verhoeven
40000000,Drama History,en,60474340,123.0,6.5,642,Sofia Coppola
40000000,Action Crime Drama Thriller,en,0,101.0,5.7,81,Barbet Schroeder
63600000,Action Drama Thriller Crime,en,19412993,102.0,4.8,145,Stephen T. Kay
42000000,Thriller Drama,en,180274123,113.0,7.0,2025,Juan Antonio Bayona
55000000,Action Adventure Comedy,en,14375181,107.0,4.2,28,Elaine May
40000000,Adventure Animation Comedy Family,en,46471023,87.0,7.5,1176,Wes Anderson
40000000,Comedy Drama Romance,en,16872671,103.0,5.7,124,Stephen Herek
40000000,Comedy Fantasy Science Fiction,en,14358033,99.0,5.7,125,John Carpenter
10000000,Comedy Romance,fr,173921954,122.0,7.8,3310,Jean-Pierre Jeunet
0,Comedy,en,0,91.0,5.5,185,Dennie Gordon
60000000,Comedy,en,13395939,103.0,5.6,248,Charles Shyer
40000000,Adventure Drama Romance,en,24719215,107.0,6.6,152,Ken Kwapis
38000000,Drama Mystery,en,28121100,106.0,5.9,54,Ulu Grosbard
40000000,Horror Thriller,en,18902015,101.0,3.2,105,William Malone
40000000,Adventure Fantasy Action Thriller,en,28169671,109.0,5.5,348,Paul Weitz
40000000,Action Comedy Thriller,en,19322135,89.0,5.9,482,Danny DeVito
0,Comedy Music,en,0,103.0,6.3,47,Malcolm D. Lee
0,Action Drama Thriller,en,0,115.0,5.2,21,Jerry Jameson
45000000,Action Science Fiction,en,10667893,82.0,4.2,135,Mic Rodgers
33000000,Action Horror Mystery Science Fiction Thriller,en,20645327,108.0,6.5,774,Christian Alvart
40000000,Action Science Fiction Thriller,en,0,102.0,6.1,135,Gary Fleder
40000000,Action Adventure Drama Thriller,en,10959475,93.0,5.0,28,Christian Duguay
0,Comedy Fantasy Science Fiction,en,0,88.0,4.8,171,Jean-Marie Poir\u00e9
50000000,Science Fiction Thriller,en,32017803,107.0,7.0,1182,Danny Boyle
40000000,Drama Comedy,en,22044277,91.0,6.0,373,Brian Robbins
40000000,Adventure Fantasy Animation Comedy Science Fiction,en,0,94.0,5.4,15,Marc F. Adler
40000000,Action Drama Crime,en,13644292,115.0,5.5,392,Pierre Morel
40000000,Adventure Action Family,en,23937870,93.0,5.1,213,Geoffrey Sax
20000000,Thriller Drama Mystery,en,117760134,105.0,6.6,1006,D.J. Caruso
20000000,Action Crime Thriller Drama,en,7563728,107.0,6.2,398,Iain Softley
0,Action Adventure Thriller Drama,en,0,101.0,6.6,96,Richard Shepard
30000000,Comedy Drama,en,0,111.0,7.1,275,Joel Coen
40000000,Action Drama History,zh,0,126.0,6.3,83,Peter Chan
25000000,Action History War,en,0,112.0,4.3,17,Sergei Bodrov Jr.
39200000,Action Science Fiction Drama,ko,86758912,126.0,6.7,2854,Bong Joon-ho
25000000,Adventure Animation Comedy Family Fantasy,fr,0,90.0,6.5,313,Bibo Bergeron
0,Action Comedy,en,0,90.0,5.9,15,Jeff Nathanson
15000000,Fantasy Action Thriller,en,94000000,102.0,7.3,953,Alex Proyas
40000000,Action Adventure War History,te,100000000,159.0,7.5,135,S.S. Rajamouli
39000000,Drama Romance Fantasy,en,101229792,107.0,6.7,798,Robert Schwentke
0,Comedy,en,69485490,102.0,5.8,191,Michael Lehmann
39000000,Animation Comedy Family,en,35287788,87.0,6.6,932,Tim Burton
39000000,Science Fiction Action Adventure Thriller,en,38869464,119.0,7.4,1264,Joss Whedon
39000000,Romance Drama,en,6614280,106.0,4.5,32,Charles S. Dutton
39000000,Comedy Action Adventure Fantasy Science Fiction,en,75850624,125.0,5.3,490,Richard Lester
40000000,Comedy,en,44907260,113.0,6.0,433,Peter Segal
80341000,Adventure Drama Action,zh,127814609,150.0,7.1,205,John Woo
30000000,Comedy Romance,en,180622424,108.0,6.0,394,Andy Tennant
38000000,Comedy Romance,en,205298907,96.0,6.4,972,Robert Luketic
0,Comedy Family,en,0,90.0,5.5,94,Jonathan Lynn
38000000,Action Adventure Family,en,119723358,100.0,5.3,521,Robert Rodriguez
38000000,Science Fiction Action Adventure Thriller,en,120000000,118.0,6.4,452,David Carson
3860000,Action Drama History,zh,64076736,130.0,6.3,273,Wong Kar-wai
38000000,Drama Romance,en,114156230,120.0,6.7,850,Francis Lawrence
40000000,Adventure Family Fantasy Animation,zh,0,88.0,6.8,19,Yuefeng Song
50000000,Drama,en,73956241,146.0,7.2,396,Norman Jewison
38000000,Drama Thriller,en,51801187,114.0,6.2,264,Michael Apted
35000000,Crime Comedy Romance,en,0,123.0,5.7,254,David Mirkin
38000000,Action Comedy Family,en,107597242,94.0,5.0,567,Andy Fickman
53000000,Drama Romance Thriller,en,29700000,102.0,5.6,88,Luis Mandoki
38000000,Comedy,en,0,99.0,5.5,40,John Pasquin
38000000,Horror Mystery Thriller,en,58401898,133.0,6.3,756,Roman Polanski
38000000,Drama Thriller,en,17380126,118.0,5.7,80,Michael Apted
57000000,Music Drama Comedy,en,16991902,105.0,6.0,190,Stephen Herek
10000000,Drama,en,47536959,110.0,6.9,417,Lee Daniels
38000000,Action Drama,en,10300000,129.0,6.3,86,Ridley Scott
15000000,Horror Mystery Science Fiction,en,19629760,109.0,7.8,1588,John Carpenter
38000000,Science Fiction Action Thriller,en,98337295,119.0,6.2,2035,David Twohy
37000000,Action Adventure Mystery Thriller,en,6482195,118.0,5.8,52,Jeb Stuart
0,Action Western,en,0,110.0,5.4,19,Steve Miner
55000000,Adventure Family Fantasy,en,17869048,90.0,6.2,605,Gil Kenan
32000000,Drama,en,28258060,137.0,7.0,701,Paul Thomas Anderson
38000000,Adventure Action Comedy Romance,en,5410749,93.0,4.3,75,David Leland
40000000,Drama,en,9793496,130.0,7.1,71,Gary Fleder
38000000,Adventure Science Fiction,en,109906372,112.0,5.6,1945,J Blakeson
37000000,Drama,en,173567581,133.0,7.3,1915,Ryan Coogler
37000000,Crime Drama Thriller,en,154026136,125.0,7.0,1468,Ben Affleck
40000000,Romance Comedy Drama,en,79700000,110.0,5.8,594,Kirk Jones
37000000,Comedy Drama,en,163720069,96.0,6.5,1222,Joel Coen
37000000,Adventure Comedy Family Fantasy,en,100076342,96.0,5.6,330,Jennifer Flackett
38000000,Drama Action,en,90247624,123.0,7.7,2277,Ron Howard
37000000,Drama,en,48451803,188.0,7.5,825,Paul Thomas Anderson
30000000,Action Comedy Crime,en,55583804,107.0,5.3,511,Kevin Smith
38000000,Comedy Romance,en,112343513,110.0,5.9,1201,Christian Ditter
37000000,Drama Family,en,95404397,113.0,6.7,163,Charles Martin Smith
37000000,Adventure Fantasy Drama Romance,en,392616625,122.0,5.8,3561,Catherine Hardwicke
36000000,Drama Thriller Crime,en,102244770,116.0,7.0,594,Nick Cassavetes
65000000,Action Comedy Crime,en,117758500,93.0,6.1,352,Les Mayfield
37000000,Comedy Crime,en,269994119,110.0,6.8,2972,Rawson Marshall Thurber
36500000,Action Fantasy Science Fiction Thriller,ru,21834845,115.0,5.3,23,Fyodor Bondarchuk
36000000,Drama Action Thriller,en,50159144,95.0,6.6,198,Jonathan Mostow
36000000,Adventure Action Thriller,en,160000000,134.0,5.8,338,Irvin Kershner
36000000,Science Fiction Comedy Adventure,en,64572262,101.0,6.0,894,Steve Pink
36000000,Family Drama,en,52424533,107.0,6.7,96,Charles Martin Smith
42000000,Thriller,en,32168970,124.0,5.4,173,John Frankenheimer
36000000,Action Drama,en,44350926,109.0,5.8,258,F. Gary Gray
37000000,Drama Comedy Romance,en,26250020,105.0,5.2,692,Cameron Crowe
0,History Drama,en,0,130.0,6.2,40,Rob Reiner
0,Drama Romance,en,0,127.0,6.3,32,Scott Hicks
37000000,Drama Thriller Horror,en,96047633,114.0,5.8,556,Mikael H\u00e5fstr\u00f6m
36000000,Thriller Science Fiction Mystery Romance,en,12532777,106.0,7.5,1808,Andrew Niccol
36000000,Drama Comedy,de,3003296,95.0,4.6,14,Andrew Bergman
37000000,Animation Family,en,63800345,81.0,5.2,99,Kirk De Micco
0,Comedy,en,0,95.0,5.3,71,Chris Rock
35000000,Comedy,en,459270619,100.0,7.2,6173,Todd Phillips
36000000,Action Drama History,cn,156844753,105.0,6.5,379,Wilson Yip
33000000,Adventure Comedy Crime Science Fiction,en,310940086,95.0,6.2,1011,Jay Roach
35000000,Fantasy Action,en,411348924,126.0,7.0,2096,Tim Burton
0,Drama,en,0,112.0,5.9,27,Roland Joff\u00e9
35000000,Adventure Action Comedy Thriller Crime,en,321731527,118.0,6.4,811,Richard Donner
29000000,Drama,en,309208309,129.0,7.2,1597,John Lee Hancock
35000000,Action Comedy Family Adventure,en,147934180,88.0,5.5,867,Robert Rodriguez
35000000,Comedy Crime,en,117000000,98.0,6.5,2277,Seth Gordon
38000000,Drama Adventure Western,en,252276927,110.0,7.2,1668,Joel Coen
35000000,Comedy Drama Romance,en,326551094,109.0,7.0,3088,David Frankel
35000000,Science Fiction Adventure Mystery,en,139000000,132.0,6.2,530,Robert Wise
35000000,Comedy Crime,en,173965010,111.0,5.6,1645,Seth Gordon
35000000,Crime Thriller,en,182300000,128.0,7.0,675,Martin Scorsese
35000000,Drama Crime,en,69823199,123.0,6.5,1375,Robert Luketic
35000000,Comedy,en,140795793,125.0,5.9,1181,Judd Apatow
35000000,Comedy Romance,en,68915888,105.0,5.5,225,Kevin Rodney Sullivan
27000000,Drama Romance War,en,231976425,162.0,7.0,542,Anthony Minghella
35000000,Crime Drama Mystery Thriller,en,126216940,138.0,7.7,1310,Curtis Hanson
35000000,Adventure Comedy Family,en,86369815,100.0,5.8,550,Mike Mitchell
35000000,Comedy Romance,en,0,90.0,6.3,177,Frank Oz
35000000,Science Fiction Horror Action,en,113374103,108.0,5.5,453,Roger Donaldson
1800000,Horror,en,25504513,91.0,7.2,1180,Wes Craven
33000000,Horror Science Fiction Thriller,en,104155843,107.0,6.0,436,Tarsem Singh
0,Action Adventure Drama,en,0,132.0,6.3,1018,Randall Wallace
35000000,Drama,en,60251371,123.0,6.8,103,Randall Wallace
34000000,Adventure Animation Comedy Family,en,95608995,90.0,6.0,345,Kevin Munroe
32000000,Drama,en,52277485,109.0,6.8,141,Mike Tollin
35000000,Romance Comedy,en,150483765,109.0,6.5,2237,Will Gluck
35000000,Comedy,en,108758521,91.0,5.6,1462,Nicholas Stoller
35000000,Comedy Drama History,en,112544580,125.0,7.3,1226,John Lee Hancock
34000000,Drama History,en,48169908,202.0,7.2,370,Spike Lee
35000000,Comedy,en,88058786,134.0,5.6,896,Judd Apatow
35000000,Comedy Family,en,92219310,88.0,5.2,210,Walt Becker
35000000,Fantasy Action Adventure Science Fiction Thriller,en,91353501,92.0,6.2,1428,Patrick Tatopoulos
35000000,Comedy,en,69307224,91.0,5.2,253,Ken Kwapis
0,Comedy,en,0,80.0,5.2,242,Dennis Dugan
30000000,Comedy Romance,en,58405313,98.0,5.8,140,Gary David Goldberg
35000000,Crime Drama Thriller,en,41954997,127.0,7.4,1147,Mike Newell
33000000,Horror Action Science Fiction,en,102984862,100.0,6.4,2065,Paul W.S. Anderson
10700000,Horror,en,122200000,114.0,7.0,794,Tobe Hooper
0,Comedy Crime Thriller,en,0,104.0,6.0,415,Joel Coen
35000000,Action,en,85416905,100.0,5.2,613,John Moore
40000000,Action Thriller Science Fiction,en,173930596,109.0,6.7,3417,Andrew Niccol
35000000,Comedy Romance,en,77477008,106.0,5.7,458,Alan Poul
35000000,Comedy Drama Romance,en,59901913,112.0,5.9,296,Luke Greenfield
0,Adventure Comedy Fantasy,en,0,95.0,5.1,287,Gil Junger
35000000,Comedy Family,en,35323292,102.0,6.9,97,Michael Ritchie
35000000,Action Adventure Thriller,en,99423521,102.0,4.1,325,Steven E. de Souza
35000000,Drama War,en,120072577,150.0,8.0,1864,Roman Polanski
35000000,Drama History,en,0,101.0,6.4,35,Catherine Hardwicke
40000000,Horror,en,68766121,113.0,5.5,677,Jaume Collet-Serra
27000000,Drama Romance,en,115505027,104.0,6.7,811,Mike Nichols
35000000,Drama Crime History,en,84606030,137.0,6.0,741,Clint Eastwood
35000000,Horror Mystery Thriller,en,72436439,110.0,6.0,485,Alexandre Aja
35000000,Drama Fantasy Horror,en,45479110,101.0,5.4,239,Michael Rymer
35000000,Science Fiction Action Thriller,en,57120318,108.0,5.9,730,Stephen Hopkins
35000000,Drama,en,32483410,101.0,5.9,238,Gregory Hoblit
35000000,Comedy Romance,en,40263020,112.0,6.3,245,Hugh Wilson
35000000,Science Fiction,en,27107960,111.0,6.1,233,Mike Hodges
35000000,Comedy Romance,en,36098382,102.0,5.8,325,Kevin Smith
45000000,Action Thriller Crime Mystery,en,30353232,101.0,5.1,300,Rob Cohen
35000000,Crime Drama Mystery Thriller,en,25105255,155.0,6.3,157,Clint Eastwood
8900000,Crime Action Thriller,en,4100000,93.0,5.6,318,Scott Mann
35000000,Comedy Fantasy,en,93246388,109.0,6.0,436,Susanna White
35000000,Crime History,en,0,140.0,6.1,81,Danny DeVito
30000000,Drama Mystery Science Fiction Thriller,en,68369434,104.0,5.5,523,Chris Carter
31000000,Family Fantasy Comedy,en,27388767,96.0,5.9,437,Tommy O'Haver
35000000,Drama,en,50363790,123.0,7.0,823,Peter Landesman
35000000,Thriller Action Mystery,en,82087155,106.0,5.6,961,John Singleton
35000000,Animation Family Adventure,en,19478106,76.0,5.2,235,Gary Chapman
35000000,Comedy Drama,en,0,111.0,6.9,161,Curtis Hanson
35000000,Action Comedy Science Fiction,en,25871834,85.0,4.9,379,Craig Mazin
56000000,Thriller Crime Drama,en,19701164,109.0,5.7,593,Allen Hughes
35000000,Horror Comedy,en,19294901,97.0,5.1,167,Wes Craven
35000000,Crime Action Thriller,en,31083599,91.0,6.2,832,David Koepp
35000000,Action Comedy Crime,en,51680201,87.0,5.4,647,Anne Fletcher
35000000,War Adventure Drama Romance,en,29882645,132.0,6.5,159,Shekhar Kapur
35000000,Action Crime,en,46216641,118.0,5.7,1455,Taylor Hackford
31000000,Comedy Romance,en,41512007,98.0,6.0,293,Richard Loncraine
35000000,Comedy,en,39340177,92.0,4.6,149,Roger Kumble
30000000,Action Horror Thriller,en,0,93.0,5.3,191,Kimble Rendall
27000000,Fantasy Action Adventure,en,16519460,117.0,5.8,129,Peter Yates
35000000,Action Adventure Drama History,en,63215872,92.0,6.0,216,Robert Redford
35000000,Action Adventure Drama Thriller,en,0,115.0,5.7,31,John Milius
35000000,Comedy Music,en,18317151,96.0,6.6,212,Jake Kasdan
0,Drama Romance,en,0,111.0,6.4,108,Lasse Hallstr\u00f6m
35000000,Action Western,en,13678913,94.0,5.7,55,Les Mayfield
35000000,Drama History Romance,en,27409889,105.0,7.0,322,Jean-Marc Vall\u00e9e
40000000,Action Crime Mystery Thriller,en,12206028,101.0,5.3,220,Dominic Sena
32000000,Drama Fantasy,en,54674226,139.0,6.5,987,Terrence Malick
33000000,Action Adventure Thriller,en,0,91.0,4.7,64,Tsui Hark
35000000,Action Drama Thriller Crime,en,17508518,110.0,5.5,555,David Ayer
35000000,Drama Fantasy Horror Mystery Romance,en,11560806,102.0,4.8,91,Brian Helgeland
20500000,Action Crime,en,10089373,102.0,5.6,294,Lexi Alexander
35000000,Family Fantasy Comedy,en,12506188,83.0,4.9,135,Peter Hewitt
35000000,Adventure Drama Thriller,en,61181942,123.0,6.9,1121,Robert Zemeckis
0,Fantasy Family Action,en,0,103.0,4.7,9,Ronny Yu
35000000,Comedy Drama Romance,en,42064105,118.0,6.5,357,Ridley Scott
35000000,Drama,en,4651977,114.0,6.6,53,Richard Donner
35000000,Action Crime Drama Thriller,en,0,180.0,7.7,115,Taylor Hackford
35000000,Action Crime Drama Mystery Thriller,en,0,121.0,6.6,60,Bille August
35000000,Thriller Crime Romance,en,16838910,114.0,6.2,142,Brian De Palma
35000000,Action History War,en,0,173.0,7.4,34,Moustapha Akkad
35000000,War Adventure Drama Romance,en,15000000,135.0,6.7,25,Jean-Paul Rappeneau
38000000,Drama War Romance Western,en,635096,138.0,6.6,49,Ang Lee
0,Drama,es,25147786,148.0,7.0,291,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
35000000,Action Comedy Western Crime,es,10496317,93.0,5.8,307,Joachim R\u00f8nning
0,Drama Crime,en,0,100.0,0.0,0,Tony Kaye
34000000,Action Mystery Science Fiction Thriller,en,348319861,113.0,7.0,5371,Wes Ball
35000000,Comedy,en,14431253,91.0,5.0,320,Ken Scott
34000000,Drama Romance,en,32255440,139.0,7.0,169,Martin Scorsese
35000000,Drama Adventure Science Fiction Romance,en,15304890,96.0,6.8,827,Darren Aronofsky
70000000,Action Comedy Thriller,en,11263966,101.0,5.3,29,Hugh Johnson
35000000,Action Crime Drama Thriller,en,2106557,96.0,5.1,344,Simon West
41677699,Animation Family,ja,187479518,100.0,7.5,926,Hayao Miyazaki
34000000,Drama Romance,en,63013281,128.0,7.3,1064,"George Tillman, Jr."
75000000,Drama Science Fiction Thriller,en,19598588,109.0,5.4,254,Rand Ravich
34000000,Romance Drama Adventure,en,0,114.0,5.3,18,Hugh Hudson
35000000,Comedy Romance,en,0,106.0,5.4,240,Gabriele Muccino
35000000,Drama History,en,27330000,141.0,6.5,224,Justin Chadwick
32000000,Drama History,en,40382659,195.0,7.1,67,Warren Beatty
40000000,Drama,en,243240178,138.0,7.1,877,Rob Reiner
50000000,Action Crime Thriller,en,79958599,101.0,5.3,110,Andrzej Bartkowiak
30000000,Crime Comedy,en,173959438,98.0,5.6,506,Raja Gosnell
34000000,Family Fantasy Animation Adventure,en,0,85.0,6.3,121,Ben Stassen
30000000,Horror Action Thriller Science Fiction,en,64626786,89.0,4.8,469,Chris Gorak
33000000,Music Drama Romance,en,140470746,99.0,6.7,663,Scott Speer
33000000,Action Crime Horror Thriller,en,62022014,105.0,5.1,497,David R. Ellis
33000000,Mystery Thriller,en,0,96.0,4.9,110,Joe Charbanic
33000000,Action Crime Drama,en,54700105,124.0,6.1,766,Jonathan Hensleigh
30000000,Drama,en,27610873,118.0,6.6,238,Danny Cannon
30000000,Action Crime Thriller,en,40346186,94.0,6.3,799,Boaz Yakin
33000000,Comedy Drama,en,0,124.0,5.7,116,Mike Newell
32350000,Adventure Action Science Fiction,en,572700000,135.0,7.9,4665,Richard Marquand
30000000,Action Thriller Science Fiction,en,22211426,108.0,5.8,363,Neil Marshall
32000000,Drama Romance,en,113019290,124.0,7.2,813,Stephen Daldry
35000000,Comedy,en,24159934,98.0,5.3,394,David Wain
32000000,Comedy Family Fantasy,en,173398518,97.0,6.4,987,Jon Favreau
32000000,Drama Fantasy Romance Science Fiction,en,152036382,123.0,6.2,323,Jon Turteltaub
33000000,Adventure Comedy Family,en,0,99.0,5.3,185,Brian Levant
0,Fantasy Comedy Drama,en,60328000,101.0,6.7,390,Richard Donner
32000000,Comedy Family,en,80197993,92.0,5.6,359,Jared Hess
32500000,Comedy Romance,en,288383523,125.0,6.5,1661,Paul Feig
32000000,Action Comedy,en,126041322,107.0,6.3,2359,Seth Rogen
29000000,Horror,en,50041732,103.0,6.0,242,Rupert Wainwright
32000000,Drama,en,48814909,129.0,7.0,544,"George Tillman, Jr."
32000000,Action Crime Drama Thriller,en,69055695,107.0,6.0,394,John Luessenhop
35000000,Comedy,en,21819348,90.0,5.7,414,Justin Zackham
32000000,Crime Comedy Action,en,83615414,107.0,5.3,313,John Whitesell
32000000,Thriller Science Fiction Mystery,en,147332697,93.0,7.1,2699,Duncan Jones
32000000,Action Adventure Drama Thriller,en,36733909,120.0,6.7,374,Frank Marshall
30000000,Thriller Drama Mystery,en,77566815,101.0,6.3,1018,Joel Schumacher
33000000,Adventure Drama Family,en,9494789,105.0,6.7,232,Jean-Pierre Jeunet
35000000,Action Comedy,en,31755742,113.0,5.6,143,Steven Spielberg
0,Drama Family,en,0,106.0,6.3,67,John Gatins
32000000,Drama Thriller Crime,en,60740827,96.0,6.9,832,David Cronenberg
32000000,Action Thriller Crime,en,85167639,87.0,6.2,1061,Louis Leterrier
32000000,Action Western,en,18552460,107.0,6.3,427,Sam Raimi
28000000,Action Comedy Romance Thriller,en,30016165,90.0,5.6,104,Peter Howitt
32000000,Drama,en,0,121.0,6.6,225,Martin Scorsese
32000000,Action Science Fiction Thriller Crime,en,18409891,111.0,6.2,620,Miguel Sapochnik
70000000,Fantasy Drama Horror Action Thriller,ko,53587404,90.0,4.0,104,Shim Hyung-Rae
32000000,Fantasy Comedy Family,en,0,110.0,5.4,44,Norman Jewison
30000000,Comedy,en,27437881,100.0,5.3,724,Don Scardino
32000000,Animation Comedy Family Music,en,3566637,75.0,7.1,24,Mark Dindal
0,Drama,en,0,132.0,7.2,18,Tim Robbins
32000000,War Crime Drama Mystery Romance,en,5914908,108.0,5.9,86,Steven Soderbergh
32000000,Adventure,en,0,93.0,5.0,13,Tom Reeve
